edge_id,source_node,target_node,edge_type,description,weight,evidence_type,flow_layer
EDGE-01980,Wages,Event,MAPS_TO_OBJECT,Wages maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01981,Wages,AuditRecord,MAPS_TO_OBJECT,Wages maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01982,Work & labour,Safety,HAS_NICHE,Safety is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-01983,Safety,AF01,ACQUIRED_BY,Safety data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-01984,Safety,AF06,ACQUIRED_BY,Safety data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01985,Safety,AF15,ACQUIRED_BY,Safety data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-01986,Safety,Person,MAPS_TO_OBJECT,Safety maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01987,Safety,Organisation,MAPS_TO_OBJECT,Safety maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01988,Safety,Event,MAPS_TO_OBJECT,Safety maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01989,Safety,AuditRecord,MAPS_TO_OBJECT,Safety maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01990,Work & labour,Training,HAS_NICHE,Training is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-01991,Training,AF05,ACQUIRED_BY,Training data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-01992,Training,AF09,ACQUIRED_BY,Training data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-01993,Training,Person,MAPS_TO_OBJECT,Training maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-01994,Training,Organisation,MAPS_TO_OBJECT,Training maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-01995,Training,Event,MAPS_TO_OBJECT,Training maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-01996,Training,AuditRecord,MAPS_TO_OBJECT,Training maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-01997,Work & labour,Workforce supply,HAS_NICHE,Workforce supply is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-01998,Workforce supply,AF06,ACQUIRED_BY,Workforce supply data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-01999,Workforce supply,AF02,ACQUIRED_BY,Workforce supply data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-02000,Workforce supply,AF15,ACQUIRED_BY,Workforce supply data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02001,Workforce supply,Person,MAPS_TO_OBJECT,Workforce supply maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-02002,Workforce supply,Organisation,MAPS_TO_OBJECT,Workforce supply maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-02003,Workforce supply,Event,MAPS_TO_OBJECT,Workforce supply maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02004,Workforce supply,AuditRecord,MAPS_TO_OBJECT,Workforce supply maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02005,Work & labour,Productivity,HAS_NICHE,Productivity is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-02006,Productivity,AF04,ACQUIRED_BY,Productivity data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-02007,Productivity,AF07,ACQUIRED_BY,Productivity data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-02008,Productivity,AF08,ACQUIRED_BY,Productivity data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-02009,Productivity,Person,MAPS_TO_OBJECT,Productivity maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-02010,Productivity,Organisation,MAPS_TO_OBJECT,Productivity maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-02011,Productivity,Event,MAPS_TO_OBJECT,Productivity maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02012,Productivity,AuditRecord,MAPS_TO_OBJECT,Productivity maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02013,Work & labour,Labour law,HAS_NICHE,Labour law is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-02014,Labour law,AF19,ACQUIRED_BY,Labour law data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-02015,Labour law,AF11,ACQUIRED_BY,Labour law data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-02016,Labour law,AF15,ACQUIRED_BY,Labour law data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02017,Labour law,Person,MAPS_TO_OBJECT,Labour law maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-02018,Labour law,Organisation,MAPS_TO_OBJECT,Labour law maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-02019,Labour law,Event,MAPS_TO_OBJECT,Labour law maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02020,Labour law,AuditRecord,MAPS_TO_OBJECT,Labour law maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02021,Work & labour,Rostering,HAS_NICHE,Rostering is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-02022,Rostering,AF17,ACQUIRED_BY,Rostering data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-02023,Rostering,AF12,ACQUIRED_BY,Rostering data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-02024,Rostering,AF20,ACQUIRED_BY,Rostering data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-02025,Rostering,Person,MAPS_TO_OBJECT,Rostering maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-02026,Rostering,Organisation,MAPS_TO_OBJECT,Rostering maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-02027,Rostering,Event,MAPS_TO_OBJECT,Rostering maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02028,Rostering,AuditRecord,MAPS_TO_OBJECT,Rostering maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02029,Work & labour,Professions,HAS_NICHE,Professions is a niche under Work & labour,0.7,taxonomy,taxonomy
EDGE-02030,Professions,AF03,ACQUIRED_BY,Professions data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-02031,Professions,AF15,ACQUIRED_BY,Professions data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02032,Professions,AF19,ACQUIRED_BY,Professions data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-02033,Professions,Person,MAPS_TO_OBJECT,Professions maps to ontology object Person,0.7,ontology mapping,ontology
EDGE-02034,Professions,Organisation,MAPS_TO_OBJECT,Professions maps to ontology object Organisation,0.7,ontology mapping,ontology
EDGE-02035,Professions,Event,MAPS_TO_OBJECT,Professions maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02036,Professions,AuditRecord,MAPS_TO_OBJECT,Professions maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02037,Consumption & lifestyle,Retail,HAS_NICHE,Retail is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02038,Retail,AF04,ACQUIRED_BY,Retail data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-02039,Retail,AF07,ACQUIRED_BY,Retail data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-02040,Retail,AF08,ACQUIRED_BY,Retail data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-02041,Retail,Event,MAPS_TO_OBJECT,Retail maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02042,Retail,AuditRecord,MAPS_TO_OBJECT,Retail maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02043,Consumption & lifestyle,Households,HAS_NICHE,Households is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02044,Households,AF03,ACQUIRED_BY,Households data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-02045,Households,AF15,ACQUIRED_BY,Households data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02046,Households,AF19,ACQUIRED_BY,Households data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-02047,Households,Event,MAPS_TO_OBJECT,Households maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02048,Households,AuditRecord,MAPS_TO_OBJECT,Households maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02049,Consumption & lifestyle,Tourism,HAS_NICHE,Tourism is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02050,Tourism,AF18,ACQUIRED_BY,Tourism data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-02051,Tourism,AF08,ACQUIRED_BY,Tourism data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-02052,Tourism,AF16,ACQUIRED_BY,Tourism data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-02053,Tourism,Event,MAPS_TO_OBJECT,Tourism maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02054,Tourism,AuditRecord,MAPS_TO_OBJECT,Tourism maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02055,Consumption & lifestyle,Sport,HAS_NICHE,Sport is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02056,Sport,AF01,ACQUIRED_BY,Sport data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-02057,Sport,AF06,ACQUIRED_BY,Sport data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-02058,Sport,AF15,ACQUIRED_BY,Sport data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02059,Sport,Event,MAPS_TO_OBJECT,Sport maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02060,Sport,AuditRecord,MAPS_TO_OBJECT,Sport maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02061,Consumption & lifestyle,Recreation,HAS_NICHE,Recreation is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02062,Recreation,AF05,ACQUIRED_BY,Recreation data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-02063,Recreation,AF09,ACQUIRED_BY,Recreation data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-02064,Recreation,Event,MAPS_TO_OBJECT,Recreation maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02065,Recreation,AuditRecord,MAPS_TO_OBJECT,Recreation maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02066,Consumption & lifestyle,Restaurants,HAS_NICHE,Restaurants is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02067,Restaurants,AF06,ACQUIRED_BY,Restaurants data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-02068,Restaurants,AF02,ACQUIRED_BY,Restaurants data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-02069,Restaurants,AF15,ACQUIRED_BY,Restaurants data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02070,Restaurants,Event,MAPS_TO_OBJECT,Restaurants maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02071,Restaurants,AuditRecord,MAPS_TO_OBJECT,Restaurants maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02072,Consumption & lifestyle,Events,HAS_NICHE,Events is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02073,Events,AF04,ACQUIRED_BY,Events data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-02074,Events,AF07,ACQUIRED_BY,Events data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-02075,Events,AF08,ACQUIRED_BY,Events data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-02076,Events,Event,MAPS_TO_OBJECT,Events maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02077,Events,AuditRecord,MAPS_TO_OBJECT,Events maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02078,Consumption & lifestyle,Consumer sentiment,HAS_NICHE,Consumer sentiment is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02079,Consumer sentiment,AF19,ACQUIRED_BY,Consumer sentiment data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-02080,Consumer sentiment,AF11,ACQUIRED_BY,Consumer sentiment data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-02081,Consumer sentiment,AF15,ACQUIRED_BY,Consumer sentiment data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02082,Consumer sentiment,Event,MAPS_TO_OBJECT,Consumer sentiment maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02083,Consumer sentiment,AuditRecord,MAPS_TO_OBJECT,Consumer sentiment maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02084,Consumption & lifestyle,Lifestyle health,HAS_NICHE,Lifestyle health is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02085,Lifestyle health,AF17,ACQUIRED_BY,Lifestyle health data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-02086,Lifestyle health,AF12,ACQUIRED_BY,Lifestyle health data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-02087,Lifestyle health,AF20,ACQUIRED_BY,Lifestyle health data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-02088,Lifestyle health,Event,MAPS_TO_OBJECT,Lifestyle health maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02089,Lifestyle health,AuditRecord,MAPS_TO_OBJECT,Lifestyle health maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02090,Consumption & lifestyle,Price benchmarks,HAS_NICHE,Price benchmarks is a niche under Consumption & lifestyle,0.7,taxonomy,taxonomy
EDGE-02091,Price benchmarks,AF03,ACQUIRED_BY,Price benchmarks data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-02092,Price benchmarks,AF15,ACQUIRED_BY,Price benchmarks data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02093,Price benchmarks,AF19,ACQUIRED_BY,Price benchmarks data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-02094,Price benchmarks,Event,MAPS_TO_OBJECT,Price benchmarks maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02095,Price benchmarks,AuditRecord,MAPS_TO_OBJECT,Price benchmarks maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02096,Ethics & philosophy,Rights,HAS_NICHE,Rights is a niche under Ethics & philosophy,0.7,taxonomy,taxonomy
EDGE-02097,Rights,AF04,ACQUIRED_BY,Rights data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-02098,Rights,AF07,ACQUIRED_BY,Rights data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-02099,Rights,AF08,ACQUIRED_BY,Rights data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-02100,Rights,Event,MAPS_TO_OBJECT,Rights maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02101,Rights,AuditRecord,MAPS_TO_OBJECT,Rights maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02102,Ethics & philosophy,Ethics rules,HAS_NICHE,Ethics rules is a niche under Ethics & philosophy,0.7,taxonomy,taxonomy
EDGE-02103,Ethics rules,AF03,ACQUIRED_BY,Ethics rules data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-02104,Ethics rules,AF15,ACQUIRED_BY,Ethics rules data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02105,Ethics rules,AF19,ACQUIRED_BY,Ethics rules data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-02106,Ethics rules,Event,MAPS_TO_OBJECT,Ethics rules maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02107,Ethics rules,AuditRecord,MAPS_TO_OBJECT,Ethics rules maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02108,Ethics & philosophy,Decision justification,HAS_NICHE,Decision justification is a niche under Ethics & philosophy,0.7,taxonomy,taxonomy
EDGE-02109,Decision justification,AF18,ACQUIRED_BY,Decision justification data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-02110,Decision justification,AF08,ACQUIRED_BY,Decision justification data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-02111,Decision justification,AF16,ACQUIRED_BY,Decision justification data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-02112,Decision justification,Event,MAPS_TO_OBJECT,Decision justification maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02113,Decision justification,AuditRecord,MAPS_TO_OBJECT,Decision justification maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-02114,Ethics & philosophy,Fairness,HAS_NICHE,Fairness is a niche under Ethics & philosophy,0.7,taxonomy,taxonomy
EDGE-02115,Fairness,AF01,ACQUIRED_BY,Fairness data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-02116,Fairness,AF06,ACQUIRED_BY,Fairness data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-02117,Fairness,AF15,ACQUIRED_BY,Fairness data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-02118,Fairness,Event,MAPS_TO_OBJECT,Fairness maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-02119,Fairness,AuditRecord,MAPS_TO_OBJECT,Fairness maps to ontology object AuditRecord,0.7,ontology mapping,ontology
