interaction,verb,mood,science,effects,anim_a,anim_b,llm_prompt
conflict,fights,despairing,immunology,"health-,morale-",talk,talk,"Two minions in the immunology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,linguistics,"health-,morale-",talk,talk,"Two minions in the linguistics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,materials,"health-,morale-",talk,talk,"Two minions in the materials guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,math,"health-,morale-",talk,talk,"Two minions in the math guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,medicine,"health-,morale-",talk,talk,"Two minions in the medicine guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,metallurgy,"health-,morale-",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,neuro,"health-,morale-",talk,talk,"Two minions in the neuro guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,nuclear,"health-,morale-",talk,talk,"Two minions in the nuclear guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,ocean,"health-,morale-",talk,talk,"Two minions in the ocean guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,optics,"health-,morale-",talk,talk,"Two minions in the optics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,pharmacology,"health-,morale-",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,photovoltaics,"health-,morale-",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,physics,"health-,morale-",talk,talk,"Two minions in the physics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,plasma,"health-,morale-",talk,talk,"Two minions in the plasma guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,polymer,"health-,morale-",talk,talk,"Two minions in the polymer guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,qcomputing,"health-,morale-",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,quantum,"health-,morale-",talk,talk,"Two minions in the quantum guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,rf,"health-,morale-",talk,talk,"Two minions in the rf guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,robotics,"health-,morale-",talk,talk,"Two minions in the robotics guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,seismology,"health-,morale-",talk,talk,"Two minions in the seismology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,semiconductor,"health-,morale-",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,signal,"health-,morale-",talk,talk,"Two minions in the signal guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,spectroscopy,"health-,morale-",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,statmech,"health-,morale-",talk,talk,"Two minions in the statmech guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,structural,"health-,morale-",talk,talk,"Two minions in the structural guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,tribology,"health-,morale-",talk,talk,"Two minions in the tribology guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
conflict,fights,despairing,veterinary,"health-,morale-",talk,talk,"Two minions in the veterinary guild: A ({name_a}, despairing) fights B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,acoustics,"skill+,bond+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,aerodynamics,"skill+,bond+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,agronomy,"skill+,bond+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,astronomy,"skill+,bond+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,atmoschem,"skill+,bond+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,biology,"skill+,bond+",talk,talk,"Two minions in the biology guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,biomechanics,"skill+,bond+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,chemistry,"skill+,bond+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,combustion,"skill+,bond+",talk,talk,"Two minions in the combustion guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,control,"skill+,bond+",talk,talk,"Two minions in the control guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,crypto,"skill+,bond+",talk,talk,"Two minions in the crypto guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,crystallography,"skill+,bond+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,cs_ai,"skill+,bond+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,earth,"skill+,bond+",talk,talk,"Two minions in the earth guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,ecology,"skill+,bond+",talk,talk,"Two minions in the ecology guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,economics,"skill+,bond+",talk,talk,"Two minions in the economics guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,electrochem,"skill+,bond+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
apprentice,studies under,flow,electronics,"skill+,bond+",talk,talk,"Two minions in the electronics guild: A ({name_a}, flow) studies under B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
