acquisition_point_id,base_id,name,source_strategy,ontology_object,cause_input,effect_output,foundry_use,gotham_use,apollo_use,aip_use,vector_namespace,graph_edges,quality_gates,policy_controls,user_interaction,backend_flow
AP-00892,PA0017,Port/wharf water level and tide / geospatial layer / facility,NOAA CO-OPS,WaterLevelMeasurement,Water level affects berth/wharf operations,Port ops,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.waterlevelmeasurement,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00893,PA0018,BGP route leak or hijack signal / geospatial layer / facility,BGPStream/RIPEstat,CyberNetworkEvent,Routing anomaly affects communications and cyber posture,Cyber incident,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.cybernetworkevent,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00894,PA0019,Certificate transparency suspicious issue / geospatial layer / facility,crt.sh/Censys licensed,CertificateEvent,New cert affects domain trust/infrastructure risk,Cyber investigation,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.certificateevent,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00895,PA0020,Known exploited vulnerability update / geospatial layer / facility,CISA KEV/NVD,Vulnerability,New KEV changes remediation priority,Patch workflow,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.vulnerability,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00896,PA0021,Company filing material event / geospatial layer / facility,SEC EDGAR,CompanyFiling,Filing changes corporate risk and entity profile,Due diligence,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.companyfiling,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00897,PA0022,Beneficial ownership update / geospatial layer / facility,OpenOwnership/GLEIF,OwnershipRelationship,Ownership change affects sanctions/procurement risk,Compliance review,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.ownershiprelationship,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00898,PA0023,Sanctions list update / geospatial layer / facility,OFAC/UN/OpenSanctions,SanctionedEntity,Sanction changes permissible transactions/actions,Screening workflow,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.sanctionedentity,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00899,PA0024,Public procurement award change / geospatial layer / facility,SAM.gov/TED/USASpending,ProcurementRecord,Award updates supplier network and public spend graph,Procurement analysis,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.procurementrecord,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00900,PA0025,Legislation/regulation update / geospatial layer / facility,Federal Register/EUR-Lex/legislation.gov.uk,LegalInstrument,Rule change constrains workflows/actions,Compliance workflow,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.legalinstrument,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
AP-00901,PA0001,Space weather geomagnetic storm nowcast / entity link / facility,NOAA SWPC + NASA DONKI,SpaceWeatherEvent,Geomagnetic storm raises GNSS/radio/grid risk,Grid/Aviation/Satellite workflows,"ingest, validate, lineage, ontology-map, object/link materialisation","operational picture, investigation, timeline, map, workflow/case tasking where applicable",deploy and monitor connector/parser/model/policy runtime with health gates,"permission-filtered context, causal explanation, action proposal, citation/evidence trace",world.priority.spaceweatherevent,DERIVED_FROM; OBSERVED_AT; AFFECTS; TRIGGERS; GOVERNED_BY; EVIDENCED_BY; AUDITED_BY,schema_valid; freshness_sla; source_reachability; anomaly_bounds; provenance_complete; terms_approved,source_terms; classification; object_read; action_execution; export_control; ai_context_filter,"operator sees live card, map/timeline layer, evidence panel, causal impacts, recommended workflow and audit replay",connector -> raw storage -> parser -> quality gate -> ontology object -> graph/vector projection -> workflow/action -> audit
